TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y17H2550402P02T02,Y17H2550402P02,Y17H2550402,900,45,0,9.47,1,Boroondara (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y17H2550402P03T01,Y17H2550402P03,Y17H2550402,510,4,0,2.03,1,Banyule (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2550402P03T02,Y17H2550402P03,Y17H2550402,933,7,0,2.03,1,Banyule (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:33:00
Y17H2550402P04T01,Y17H2550402P04,Y17H2550402,510,4,0,2.03,1,Banyule (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2550402P04T02,Y17H2550402P04,Y17H2550402,933,7,0,2.03,1,Banyule (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:33:00
Y17H2550404P01T03,Y17H2550404P01,Y17H2550404,560,10,0,0.48,1,Yarra (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:20:00
Y17H2550404P01T04,Y17H2550404P01,Y17H2550404,1020,50,0,11.4,1,Yarra (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2550404P03T01,Y17H2550404P03,Y17H2550404,510,10,0,3.01,1,Banyule (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2550404P03T02,Y17H2550404P03,Y17H2550404,915,25,0,2.99,1,Darebin (C),Thursday,Vehicle Passenger,Education,1900-00-01 15:15:00
Y17H2550408P01T01,Y17H2550408P01,Y17H2550408,326,32,0,19.19,1,Banyule (C),Monday,Vehicle Driver,Work Related,1900-00-01 05:26:00
Y17H2550408P01T02,Y17H2550408P01,Y17H2550408,875,32,0,19.69,1,Melbourne (C),Monday,Vehicle Driver,Work Related,1900-00-01 14:35:00
Y17H2550409P01T01,Y17H2550409P01,Y17H2550409,800,30,0,21.57,1,Banyule (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 13:20:00
Y17H2550409P01T02,Y17H2550409P01,Y17H2550409,1320,30,0,16.32,1,Hume (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 22:00:00
Y17H2550409P02T01,Y17H2550409P02,Y17H2550409,520,18,0,1.44,1,Banyule (C),Tuesday,Walking,Education,1900-00-01 08:40:00
Y17H2550409P02T02,Y17H2550409P02,Y17H2550409,915,20,0,1.44,1,Darebin (C),Tuesday,Walking,Education,1900-00-01 15:15:00
Y17H2550409P03T01,Y17H2550409P03,Y17H2550409,480,37,2,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2550409P03T02,Y17H2550409P03,Y17H2550409,920,36,1,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 15:20:00
Y17H2550409P04T01,Y17H2550409P04,Y17H2550409,480,37,2,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2550409P04T02,Y17H2550409P04,Y17H2550409,920,36,1,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 15:20:00
Y17H2550409P05T01,Y17H2550409P05,Y17H2550409,480,37,2,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2550409P05T02,Y17H2550409P05,Y17H2550409,920,36,1,5.47,2,Banyule (C),Tuesday,Bus,Education,1900-00-01 15:20:00
Y17H2550416P01T01,Y17H2550416P01,Y17H2550416,651,30,3,8.38,5,Banyule (C),Tuesday,Tram,Buy Something,1900-00-01 10:51:00
Y17H2550416P01T03,Y17H2550416P01,Y17H2550416,797,27,1,5.45,3,Whittlesea (C),Tuesday,Tram,Education,1900-00-01 13:17:00
Y17H2550416P01T04,Y17H2550416P01,Y17H2550416,1227,7,0,3.56,1,Darebin (C),Tuesday,Vehicle Passenger,Education,1900-00-01 20:27:00
Y17H2550416P02T01,Y17H2550416P02,Y17H2550416,620,12,0,3.26,1,Banyule (C),Tuesday,Vehicle Driver,Education,1900-00-01 10:20:00
Y17H2550416P02T02,Y17H2550416P02,Y17H2550416,1054,9,0,3.56,1,Darebin (C),Tuesday,Vehicle Driver,Education,1900-00-01 17:34:00
Y17H2550417P01T01,Y17H2550417P01,Y17H2550417,450,2,0,0.97,1,Banyule (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2550417P01T02,Y17H2550417P01,Y17H2550417,480,30,0,17.82,1,Banyule (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:00:00
Y17H2550417P01T03,Y17H2550417P01,Y17H2550417,525,30,0,14.74,1,Yarra (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:45:00
Y17H2550417P01T04,Y17H2550417P01,Y17H2550417,1020,2,0,0.98,1,Banyule (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2550417P02T01,Y17H2550417P02,Y17H2550417,450,70,0,15.41,1,Banyule (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2550417P02T02,Y17H2550417P02,Y17H2550417,685,7,0,0.3,1,Stonnington (C),Wednesday,Walking,Recreational,1900-00-01 11:25:00
Y17H2550417P02T03,Y17H2550417P02,Y17H2550417,693,7,0,0.3,1,Stonnington (C),Wednesday,Walking,Work Related,1900-00-01 11:33:00
Y17H2550417P02T04,Y17H2550417P02,Y17H2550417,930,70,0,15.48,1,Stonnington (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y17H2550419P01T01,Y17H2550419P01,Y17H2550419,510,15,0,0.65,1,Banyule (C),Friday,Walking,Education,1900-00-01 08:30:00
Y17H2550419P01T02,Y17H2550419P01,Y17H2550419,535,10,0,0.65,1,Banyule (C),Friday,Walking,Education,1900-00-01 08:55:00
Y17H2550419P02T01,Y17H2550419P02,Y17H2550419,510,15,0,0.65,1,Banyule (C),Friday,Walking,Education,1900-00-01 08:30:00
Y17H2550419P03T01,Y17H2550419P03,Y17H2550419,510,15,0,0.65,1,Banyule (C),Friday,Walking,Education,1900-00-01 08:30:00
Y17H2550423P01T03,Y17H2550423P01,Y17H2550423,600,60,0,28.48,1,Darebin (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 10:00:00
Y17H2550423P01T04,Y17H2550423P01,Y17H2550423,960,75,0,29.41,1,Brimbank (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2550423P02T01,Y17H2550423P02,Y17H2550423,480,55,6,17.15,3,Darebin (C),Tuesday,Train,Work Related,1900-00-01 08:00:00
Y17H2550423P04T01,Y17H2550423P04,Y17H2550423,517,10,0,4.69,1,Darebin (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:37:00
Y17H2550423P04T02,Y17H2550423P04,Y17H2550423,933,7,0,4.61,1,Darebin (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:33:00
Y17H2550423P05T01,Y17H2550423P05,Y17H2550423,517,10,0,4.69,1,Darebin (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:37:00
Y17H2550423P05T02,Y17H2550423P05,Y17H2550423,933,7,0,4.61,1,Darebin (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:33:00
Y17H2550424P02T02,Y17H2550424P02,Y17H2550424,527,2,0,0.91,1,Darebin (C),Wednesday,Vehicle Passenger,Education,1900-00-01 08:47:00
Y17H2550425P01T01,Y17H2550425P01,Y17H2550425,420,30,0,3.8,1,Darebin (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2550425P01T02,Y17H2550425P01,Y17H2550425,960,25,0,3.57,1,Darebin (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2550425P04T01,Y17H2550425P04,Y17H2550425,505,10,0,2.23,1,Darebin (C),Thursday,Vehicle Passenger,Education,1900-00-01 08:25:00
Y17H2550425P04T02,Y17H2550425P04,Y17H2550425,915,10,0,2.13,1,Darebin (C),Thursday,Vehicle Passenger,Education,1900-00-01 15:15:00
Y17H2550426P02T01,Y17H2550426P02,Y17H2550426,1030,80,0,24.69,1,Darebin (C),Friday,Vehicle Driver,Social,1900-00-01 17:10:00
Y17H2550426P02T02,Y17H2550426P02,Y17H2550426,1200,45,0,22.35,1,Whitehorse (C),Friday,Vehicle Driver,Social,1900-00-01 20:00:00
Y17H2550430P01T01,Y17H2550430P01,Y17H2550430,420,10,0,4.79,1,Darebin (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2550431P01T03,Y17H2550431P01,Y17H2550431,800,30,0,24.22,1,Monash (C),Wednesday,Other,Work Related,1900-00-01 13:20:00
Y17H2550431P01T04,Y17H2550431P01,Y17H2550431,1020,45,0,14.14,1,Melbourne (C),Wednesday,Other,Work Related,1900-00-01 17:00:00
Y17H2550431P02T02,Y17H2550431P02,Y17H2550431,520,20,0,8.03,1,Darebin (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:40:00
Y17H2550431P02T03,Y17H2550431P02,Y17H2550431,600,30,0,17.81,1,Banyule (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 10:00:00
Y17H2550431P02T04,Y17H2550431P02,Y17H2550431,720,60,0,7.27,1,Moreland (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 12:00:00
Y17H2550431P02T07,Y17H2550431P02,Y17H2550431,1170,15,0,3.49,1,Darebin (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 19:30:00
Y17H2550431P02T08,Y17H2550431P02,Y17H2550431,1190,10,0,2.68,1,Darebin (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 19:50:00
Y17H2550431P02T09,Y17H2550431P02,Y17H2550431,1215,10,0,1.9,1,Darebin (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 20:15:00
Y17H2550431P03T01,Y17H2550431P03,Y17H2550431,510,5,0,0.99,1,Darebin (C),Wednesday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2550431P03T02,Y17H2550431P03,Y17H2550431,925,5,0,0.99,1,Darebin (C),Wednesday,Vehicle Passenger,Education,1900-00-01 15:25:00
Y17H2550433P01T01,Y17H2550433P01,Y17H2550433,410,35,0,13.92,1,Darebin (C),Friday,Vehicle Driver,Work Related,1900-00-01 06:50:00
Y17H2550433P01T02,Y17H2550433P01,Y17H2550433,960,70,0,13.9,1,Melbourne (C),Friday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2550433P02T04,Y17H2550433P02,Y17H2550433,825,3,0,2,1,Darebin (C),Friday,Vehicle Driver,Buy Something,1900-00-01 13:45:00
Y17H2550433P02T05,Y17H2550433P02,Y17H2550433,875,5,0,2,1,Darebin (C),Friday,Vehicle Driver,Buy Something,1900-00-01 14:35:00
Y17H2551001P02T02,Y17H2551001P02,Y17H2551001,780,10,0,1.58,1,Melbourne (C),Monday,Vehicle Driver,Buy Something,1900-00-01 13:00:00
Y17H2551001P03T02,Y17H2551001P03,Y17H2551001,780,10,0,1.58,1,Melbourne (C),Monday,Vehicle Passenger,Buy Something,1900-00-01 13:00:00
Y17H2551017P01T02,Y17H2551017P01,Y17H2551017,940,40,0,31.69,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:40:00
Y17H2560101P01T04,Y17H2560101P01,Y17H2560101,570,35,0,32.15,1,Casey (C),Monday,Vehicle Driver,Work Related,1900-00-01 09:30:00
Y17H2560101P01T05,Y17H2560101P01,Y17H2560101,1080,65,0,32,1,Boroondara (C),Monday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y17H2560101P02T01,Y17H2560101P02,Y17H2560101,405,78,5,43.24,3,Casey (C),Monday,Train,Work Related,1900-00-01 06:45:00
Y17H2560101P02T02,Y17H2560101P02,Y17H2560101,750,5,0,0.18,1,Melbourne (C),Monday,Walking,Recreational,1900-00-01 12:30:00
Y17H2560101P02T03,Y17H2560101P02,Y17H2560101,755,5,0,0.18,1,Melbourne (C),Monday,Walking,Work Related,1900-00-01 12:35:00
Y17H2560101P03T01,Y17H2560101P03,Y17H2560101,510,10,0,0.87,1,Casey (C),Monday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2560102P01T01,Y17H2560102P01,Y17H2560102,660,5,0,1.95,1,Casey (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y17H2560102P01T02,Y17H2560102P01,Y17H2560102,710,10,0,2.01,1,Casey (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:50:00
Y17H2560102P02T01,Y17H2560102P02,Y17H2560102,390,20,0,8.69,1,Casey (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y17H2560102P02T02,Y17H2560102P02,Y17H2560102,930,20,0,8.76,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y17H2560108P01T02,Y17H2560108P01,Y17H2560108,535,20,0,11.6,1,Casey (C),Monday,Vehicle Driver,Work Related,1900-00-01 08:55:00
Y17H2560108P01T03,Y17H2560108P01,Y17H2560108,1080,30,0,11.57,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y17H2560108P03T01,Y17H2560108P03,Y17H2560108,525,10,0,3.8,1,Casey (C),Monday,Vehicle Passenger,Education,1900-00-01 08:45:00
Y17H2560108P03T02,Y17H2560108P03,Y17H2560108,935,10,0,3.67,1,Casey (C),Monday,Vehicle Passenger,Education,1900-00-01 15:35:00
Y17H2560111P01T01,Y17H2560111P01,Y17H2560111,370,40,0,23.37,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:10:00
Y17H2560111P01T02,Y17H2560111P01,Y17H2560111,1020,60,0,22.88,1,Knox (C),Thursday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2560111P02T02,Y17H2560111P02,Y17H2560111,640,15,0,3.9,1,Greater Dandenong (C),Thursday,Vehicle Driver,Social,1900-00-01 10:40:00
Y17H2560111P02T03,Y17H2560111P02,Y17H2560111,690,40,0,5.94,1,Greater Dandenong (C),Thursday,Vehicle Driver,Social,1900-00-01 11:30:00
Y17H2560111P02T07,Y17H2560111P02,Y17H2560111,1085,65,0,22.79,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 18:05:00
Y17H2560111P02T08,Y17H2560111P02,Y17H2560111,1560,35,0,20.6,1,Maroondah (C),Thursday,Vehicle Driver,Work Related,1/01/1900 2:00
Y17H2560111P03T01,Y17H2560111P03,Y17H2560111,440,70,6,24.2,2,Casey (C),Thursday,Bus,Education,1900-00-01 07:20:00
Y17H2560111P03T02,Y17H2560111P03,Y17H2560111,930,53,5,22.83,2,Monash (C),Thursday,Bus,Education,1900-00-01 15:30:00
Y17H2560111P04T01,Y17H2560111P04,Y17H2560111,510,5,0,0.54,1,Casey (C),Thursday,Walking,Education,1900-00-01 08:30:00
Y17H2560111P04T02,Y17H2560111P04,Y17H2560111,933,17,0,0.54,1,Casey (C),Thursday,Walking,Education,1900-00-01 15:33:00
Y17H2560112P01T01,Y17H2560112P01,Y17H2560112,470,25,0,13.96,1,Casey (C),Friday,Vehicle Driver,Work Related,1900-00-01 07:50:00
Y17H2560112P01T02,Y17H2560112P01,Y17H2560112,1020,60,0,14.03,1,Greater Dandenong (C),Friday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2560112P02T01,Y17H2560112P02,Y17H2560112,570,60,0,48.83,1,Casey (C),Friday,Vehicle Driver,Social,1900-00-01 09:30:00
Y17H2560112P02T02,Y17H2560112P02,Y17H2560112,734,31,0,12.02,1,Moreland (C),Friday,Vehicle Driver,Social,1900-00-01 12:14:00
Y17H2560112P02T03,Y17H2560112P02,Y17H2560112,1080,30,0,35.29,1,Stonnington (C),Friday,Vehicle Driver,Social,1900-00-01 18:00:00
Y17H2560112P02T04,Y17H2560112P02,Y17H2560112,1290,15,0,9.89,1,Casey (C),Friday,Vehicle Driver,Social,1900-00-01 21:30:00
Y17H2560112P03T01,Y17H2560112P03,Y17H2560112,570,60,0,48.83,1,Casey (C),Friday,Vehicle Passenger,Social,1900-00-01 09:30:00
Y17H2560112P03T02,Y17H2560112P03,Y17H2560112,734,31,0,12.02,1,Moreland (C),Friday,Vehicle Passenger,Social,1900-00-01 12:14:00
Y17H2560116P01T01,Y17H2560116P01,Y17H2560116,390,60,0,22.95,1,Casey (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y17H2560116P01T02,Y17H2560116P01,Y17H2560116,900,60,0,23.12,1,Frankston (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y17H2560118P01T01,Y17H2560118P01,Y17H2560118,540,60,0,37.67,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y17H2560118P01T02,Y17H2560118P01,Y17H2560118,900,60,0,40.57,1,Melbourne (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y17H2560118P02T01,Y17H2560118P02,Y17H2560118,570,30,0,1.21,1,Casey (C),Thursday,Walking,Recreational,1900-00-01 09:30:00
Y17H2560118P02T02,Y17H2560118P02,Y17H2560118,600,30,0,1.22,1,Casey (C),Thursday,Walking,Recreational,1900-00-01 10:00:00
Y17H2560118P03T01,Y17H2560118P03,Y17H2560118,570,30,0,1.21,1,Casey (C),Thursday,Walking,Recreational,1900-00-01 09:30:00
Y17H2560118P03T02,Y17H2560118P03,Y17H2560118,600,30,0,1.22,1,Casey (C),Thursday,Walking,Recreational,1900-00-01 10:00:00
Y17H2560122P01T01,Y17H2560122P01,Y17H2560122,300,75,0,15.89,1,Casey (C),Monday,Vehicle Driver,Work Related,1900-00-01 05:00:00
Y17H2560122P01T02,Y17H2560122P01,Y17H2560122,885,45,0,15.2,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 14:45:00
Y17H2560122P03T01,Y17H2560122P03,Y17H2560122,510,10,0,3.83,1,Casey (C),Monday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2560122P03T02,Y17H2560122P03,Y17H2560122,925,15,0,3.58,1,Casey (C),Monday,Vehicle Passenger,Education,1900-00-01 15:25:00
Y17H2560123P02T01,Y17H2560123P02,Y17H2560123,480,60,11,8.58,4,Casey (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2560123P02T02,Y17H2560123P02,Y17H2560123,870,80,34,8.59,4,Greater Dandenong (C),Tuesday,Bus,Education,1900-00-01 14:30:00
Y17H2560123P03T01,Y17H2560123P03,Y17H2560123,460,45,12,4.2,3,Casey (C),Tuesday,Bus,Education,1900-00-01 07:40:00
Y17H2560123P03T02,Y17H2560123P03,Y17H2560123,900,30,0,3.94,3,Casey (C),Tuesday,Bus,Education,1900-00-01 15:00:00
Y17H2560123P04T01,Y17H2560123P04,Y17H2560123,460,45,12,3.92,3,Casey (C),Tuesday,Bus,Education,1900-00-01 07:40:00
Y17H2560123P04T02,Y17H2560123P04,Y17H2560123,900,30,0,3.94,3,Casey (C),Tuesday,Bus,Education,1900-00-01 15:00:00
Y17H2560123P05T01,Y17H2560123P05,Y17H2560123,480,30,1,4.03,3,Casey (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2560123P05T02,Y17H2560123P05,Y17H2560123,920,30,0,4.04,3,Casey (C),Tuesday,Bus,Education,1900-00-01 15:20:00
Y17H2560123P06T01,Y17H2560123P06,Y17H2560123,480,30,1,4.03,3,Casey (C),Tuesday,Bus,Education,1900-00-01 08:00:00
Y17H2560123P06T02,Y17H2560123P06,Y17H2560123,920,30,0,4.04,3,Casey (C),Tuesday,Bus,Education,1900-00-01 15:20:00
Y17H2560124P01T01,Y17H2560124P01,Y17H2560124,495,75,0,36.48,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 08:15:00
Y17H2560124P01T02,Y17H2560124P01,Y17H2560124,1080,45,0,26.68,1,Port Phillip (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 18:00:00
Y17H2560124P01T03,Y17H2560124P01,Y17H2560124,1140,17,0,11.32,1,Greater Dandenong (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 19:00:00
Y17H2560124P02T01,Y17H2560124P02,Y17H2560124,300,45,0,21.15,1,Casey (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 05:00:00
Y17H2560124P02T02,Y17H2560124P02,Y17H2560124,825,45,0,22.09,1,Kingston (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 13:45:00
Y17H2560125P01T02,Y17H2560125P01,Y17H2560125,440,10,0,6.23,1,Greater Dandenong (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:20:00
Y17H2560125P01T03,Y17H2560125P01,Y17H2560125,1045,10,0,5.78,1,Greater Dandenong (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 17:25:00
Y17H2560125P01T04,Y17H2560125P01,Y17H2560125,1110,30,10,5.37,2,Greater Dandenong (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 18:30:00
Y17H2560125P02T01,Y17H2560125P02,Y17H2560125,425,90,4,43.96,5,Casey (C),Thursday,Train,Work Related,1900-00-01 07:05:00
Y17H2560125P03T01,Y17H2560125P03,Y17H2560125,390,15,0,5.13,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y17H2560125P03T02,Y17H2560125P03,Y17H2560125,930,15,0,5.02,1,Greater Dandenong (C),Thursday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y17H2560125P04T01,Y17H2560125P04,Y17H2560125,630,90,0,69.54,1,Casey (C),Thursday,Vehicle Passenger,Social,1900-00-01 10:30:00
Y17H2560125P04T02,Y17H2560125P04,Y17H2560125,930,10,0,5.1,1,Wyndham (C),Thursday,Vehicle Passenger,Social,1900-00-01 15:30:00
Y17H2560125P04T03,Y17H2560125P04,Y17H2560125,975,15,0,6.26,1,Wyndham (C),Thursday,Vehicle Passenger,Social,1900-00-01 16:15:00
Y17H2560125P04T06,Y17H2560125P04,Y17H2560125,1260,30,0,18.67,1,Greater Dandenong (C),Thursday,Vehicle Passenger,Social,1900-00-01 21:00:00
Y17H2560125P04T07,Y17H2560125P04,Y17H2560125,1350,60,0,16.6,1,Monash (C),Thursday,Vehicle Passenger,Social,1900-00-01 22:30:00
Y17H2560126P01T02,Y17H2560126P01,Y17H2560126,525,10,0,3.32,1,Casey (C),Friday,Vehicle Driver,Buy Something,1900-00-01 08:45:00
Y17H2560126P01T03,Y17H2560126P01,Y17H2560126,590,10,0,0.73,1,Greater Dandenong (C),Friday,Vehicle Driver,Buy Something,1900-00-01 09:50:00
Y17H2560126P01T04,Y17H2560126P01,Y17H2560126,660,10,0,3.83,1,Greater Dandenong (C),Friday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y17H2560126P01T08,Y17H2560126P01,Y17H2560126,1121,19,0,5.67,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:41:00
Y17H2560126P01T09,Y17H2560126P01,Y17H2560126,1230,15,0,9.15,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 20:30:00
Y17H2560126P02T02,Y17H2560126P02,Y17H2560126,750,30,0,1.19,1,Stonnington (C),Friday,Walking,Recreational,1900-00-01 12:30:00
Y17H2560126P02T03,Y17H2560126P02,Y17H2560126,780,30,0,1.19,1,Stonnington (C),Friday,Walking,Work Related,1900-00-01 13:00:00
Y17H2560126P02T05,Y17H2560126P02,Y17H2560126,1230,15,0,9.15,1,Greater Dandenong (C),Friday,Vehicle Driver,Buy Something,1900-00-01 20:30:00
Y17H2560126P03T01,Y17H2560126P03,Y17H2560126,510,5,0,1.99,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2560126P03T02,Y17H2560126P03,Y17H2560126,950,5,0,1.47,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 15:50:00
Y17H2560126P03T04,Y17H2560126P03,Y17H2560126,1121,19,0,5.67,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:41:00
Y17H2560126P03T05,Y17H2560126P03,Y17H2560126,1230,15,0,9.15,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 20:30:00
Y17H2560126P04T01,Y17H2560126P04,Y17H2560126,510,5,0,1.99,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2560126P04T02,Y17H2560126P04,Y17H2560126,950,5,0,1.47,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 15:50:00
Y17H2560126P04T04,Y17H2560126P04,Y17H2560126,1121,19,0,5.67,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:41:00
Y17H2560126P04T05,Y17H2560126P04,Y17H2560126,1230,15,0,9.15,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 20:30:00
Y17H2560126P05T01,Y17H2560126P05,Y17H2560126,510,5,0,1.99,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 08:30:00
Y17H2560126P05T02,Y17H2560126P05,Y17H2560126,950,5,0,1.47,1,Casey (C),Friday,Vehicle Passenger,Education,1900-00-01 15:50:00
Y17H2560126P05T04,Y17H2560126P05,Y17H2560126,1121,19,0,5.67,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 18:41:00
Y17H2560126P05T05,Y17H2560126P05,Y17H2560126,1230,15,0,9.15,1,Greater Dandenong (C),Friday,Vehicle Passenger,Buy Something,1900-00-01 20:30:00
Y17H2560129P01T01,Y17H2560129P01,Y17H2560129,765,30,0,22.14,1,Casey (C),Monday,Vehicle Driver,Work Related,1900-00-01 12:45:00
Y17H2560129P01T02,Y17H2560129P01,Y17H2560129,1330,30,0,21.94,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 22:10:00
Y17H2560130P03T01,Y17H2560130P03,Y17H2560130,495,10,0,5.57,1,Casey (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:15:00
Y17H2560130P03T02,Y17H2560130P03,Y17H2560130,930,10,0,5.46,1,Casey (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:30:00
Y17H2560130P04T01,Y17H2560130P04,Y17H2560130,495,10,0,5.57,1,Casey (C),Tuesday,Vehicle Passenger,Education,1900-00-01 08:15:00
Y17H2560130P04T02,Y17H2560130P04,Y17H2560130,930,10,0,5.46,1,Casey (C),Tuesday,Vehicle Passenger,Education,1900-00-01 15:30:00
Y17H2560132P02T01,Y17H2560132P02,Y17H2560132,575,21,0,3.81,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 09:35:00
Y17H2560132P02T02,Y17H2560132P02,Y17H2560132,1200,7,0,4.22,1,Greater Dandenong (C),Thursday,Vehicle Driver,Work Related,1900-00-01 20:00:00
Y17H2560204P02T01,Y17H2560204P02,Y17H2560204,360,90,16,34.09,3,Knox (C),Thursday,Train,Social,1900-00-01 06:00:00
Y17H2560208P01T01,Y17H2560208P01,Y17H2560208,705,10,0,3.53,1,Knox (C),Monday,Vehicle Driver,Social,1900-00-01 11:45:00
Y17H2560209P01T01,Y17H2560209P01,Y17H2560209,455,25,0,13.49,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 07:35:00
Y17H2560209P01T02,Y17H2560209P01,Y17H2560209,1050,26,0,13.24,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:30:00
Y17H2560209P02T01,Y17H2560209P02,Y17H2560209,660,20,0,7.51,1,Knox (C),Tuesday,Vehicle Driver,Social,1900-00-01 11:00:00
Y17H2560209P02T02,Y17H2560209P02,Y17H2560209,740,20,0,7.51,1,Knox (C),Tuesday,Vehicle Driver,Social,1900-00-01 12:20:00
