TRIPID,PERSID,HHID,STARTIME,TRIPTIME,WAITIME,CUMDIST,STOPS,ORIGLGA,TRAVDOW,Mode_Group,TRIPPURP,ActualStartTime
Y17H2400131P02T01,Y17H2400131P02,Y17H2400131,570,5,0,1.24,1,Casey (C),Wednesday,Walking,Buy Something,1900-00-01 09:30:00
Y17H2400131P02T02,Y17H2400131P02,Y17H2400131,630,10,0,1.24,1,Casey (C),Wednesday,Walking,Buy Something,1900-00-01 10:30:00
Y17H2400138P01T01,Y17H2400138P01,Y17H2400138,570,30,14,2.16,2,Casey (C),Wednesday,Walking,Buy Something,1900-00-01 09:30:00
Y17H2400138P01T02,Y17H2400138P01,Y17H2400138,705,15,0,2.11,1,Casey (C),Wednesday,Other,Buy Something,1900-00-01 11:45:00
Y17H2400138P02T01,Y17H2400138P02,Y17H2400138,570,30,14,2.16,2,Casey (C),Wednesday,Walking,Buy Something,1900-00-01 09:30:00
Y17H2400138P02T02,Y17H2400138P02,Y17H2400138,705,15,0,2.11,1,Casey (C),Wednesday,Other,Buy Something,1900-00-01 11:45:00
Y17H2400139P01T03,Y17H2400139P01,Y17H2400139,810,30,0,9.43,1,Hobsons Bay (C),Thursday,Other,Recreational,1900-00-01 13:30:00
Y17H2400139P01T04,Y17H2400139P01,Y17H2400139,930,90,0,59.93,1,Melbourne (C),Thursday,Other,Recreational,1900-00-01 15:30:00
Y17H2400139P02T01,Y17H2400139P02,Y17H2400139,450,30,0,18.49,1,Casey (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2400139P02T02,Y17H2400139P02,Y17H2400139,960,30,0,18.95,1,Kingston (C),Thursday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2400201P01T01,Y17H2400201P01,Y17H2400201,655,5,0,0.96,1,Knox (C),Monday,Walking,Social,1900-00-01 10:55:00
Y17H2400201P01T02,Y17H2400201P01,Y17H2400201,669,61,3,35.79,4,Knox (C),Monday,Train,Social,1900-00-01 11:09:00
Y17H2400201P02T01,Y17H2400201P02,Y17H2400201,990,15,0,1.76,1,Knox (C),Monday,Vehicle Driver,Social,1900-00-01 16:30:00
Y17H2400201P02T02,Y17H2400201P02,Y17H2400201,1010,10,0,1.78,1,Knox (C),Monday,Vehicle Driver,Social,1900-00-01 16:50:00
Y17H2400201P03T01,Y17H2400201P03,Y17H2400201,655,5,0,0.96,1,Knox (C),Monday,Walking,Social,1900-00-01 10:55:00
Y17H2400201P03T02,Y17H2400201P03,Y17H2400201,669,61,3,35.79,4,Knox (C),Monday,Train,Social,1900-00-01 11:09:00
Y17H2400202P01T01,Y17H2400202P01,Y17H2400202,690,10,0,4.19,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:30:00
Y17H2400202P01T02,Y17H2400202P01,Y17H2400202,705,10,0,6.12,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 11:45:00
Y17H2400202P01T03,Y17H2400202P01,Y17H2400202,765,5,0,0,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 12:45:00
Y17H2400202P01T04,Y17H2400202P01,Y17H2400202,850,15,0,3.75,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 14:10:00
Y17H2400202P01T05,Y17H2400202P01,Y17H2400202,885,10,0,4.25,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 14:45:00
Y17H2400202P01T06,Y17H2400202P01,Y17H2400202,905,5,0,1.05,1,Knox (C),Tuesday,Vehicle Driver,Buy Something,1900-00-01 15:05:00
Y17H2400202P02T01,Y17H2400202P02,Y17H2400202,850,15,0,3.98,1,Knox (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 14:10:00
Y17H2400202P02T02,Y17H2400202P02,Y17H2400202,885,10,0,4.25,1,Knox (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 14:45:00
Y17H2400202P02T03,Y17H2400202P02,Y17H2400202,905,5,0,1.05,1,Knox (C),Tuesday,Vehicle Passenger,Buy Something,1900-00-01 15:05:00
Y17H2400203P02T01,Y17H2400203P02,Y17H2400203,880,20,0,9.36,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 14:40:00
Y17H2400203P02T02,Y17H2400203P02,Y17H2400203,1230,20,0,9.68,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 20:30:00
Y17H2400205P01T02,Y17H2400205P01,Y17H2400205,530,25,0,15.71,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:50:00
Y17H2400205P01T03,Y17H2400205P01,Y17H2400205,1065,25,0,13.04,1,Greater Dandenong (C),Friday,Vehicle Driver,Work Related,1900-00-01 17:45:00
Y17H2400205P02T01,Y17H2400205P02,Y17H2400205,420,30,0,14.45,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2400209P01T01,Y17H2400209P01,Y17H2400209,375,10,0,4.58,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 06:15:00
Y17H2400209P01T02,Y17H2400209P01,Y17H2400209,960,10,0,4.62,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2400209P02T01,Y17H2400209P02,Y17H2400209,290,25,0,17.81,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 04:50:00
Y17H2400209P02T02,Y17H2400209P02,Y17H2400209,900,30,0,18.22,1,Greater Dandenong (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y17H2400209P03T01,Y17H2400209P03,Y17H2400209,495,15,0,1.59,1,Knox (C),Tuesday,Walking,Education,1900-00-01 08:15:00
Y17H2400209P03T02,Y17H2400209P03,Y17H2400209,915,15,0,1.59,1,Knox (C),Tuesday,Walking,Education,1900-00-01 15:15:00
Y17H2400209P04T01,Y17H2400209P04,Y17H2400209,495,15,0,1.59,1,Knox (C),Tuesday,Walking,Education,1900-00-01 08:15:00
Y17H2400209P04T02,Y17H2400209P04,Y17H2400209,915,15,0,1.59,1,Knox (C),Tuesday,Walking,Education,1900-00-01 15:15:00
Y17H2400210P01T01,Y17H2400210P01,Y17H2400210,560,25,0,17.81,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:20:00
Y17H2400210P01T04,Y17H2400210P01,Y17H2400210,1185,75,0,47.98,1,Wyndham (C),Wednesday,Vehicle Passenger,Work Related,1900-00-01 19:45:00
Y17H2400210P01T05,Y17H2400210P01,Y17H2400210,1260,30,0,19.39,1,Whitehorse (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 21:00:00
Y17H2400210P02T01,Y17H2400210P02,Y17H2400210,570,45,0,10.78,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 09:30:00
Y17H2400210P02T03,Y17H2400210P02,Y17H2400210,1170,8,0,5.03,1,Knox (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 19:30:00
Y17H2400210P02T04,Y17H2400210P02,Y17H2400210,1230,10,0,1.47,1,Knox (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 20:30:00
Y17H2400212P03T01,Y17H2400212P03,Y17H2400212,645,25,0,10.47,1,Knox (C),Friday,Vehicle Driver,Social,1900-00-01 10:45:00
Y17H2400212P03T02,Y17H2400212P03,Y17H2400212,690,20,0,10.23,1,Monash (C),Friday,Vehicle Driver,Social,1900-00-01 11:30:00
Y17H2400212P04T01,Y17H2400212P04,Y17H2400212,540,37,7,12.85,3,Knox (C),Friday,Bus,Education,1900-00-01 09:00:00
Y17H2400212P04T02,Y17H2400212P04,Y17H2400212,690,37,7,12.85,3,Monash (C),Friday,Bus,Education,1900-00-01 11:30:00
Y17H2400215P01T01,Y17H2400215P01,Y17H2400215,540,30,0,9.75,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 09:00:00
Y17H2400215P01T02,Y17H2400215P01,Y17H2400215,960,15,0,9.75,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2400215P02T01,Y17H2400215P02,Y17H2400215,435,45,0,20.5,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:15:00
Y17H2400215P02T02,Y17H2400215P02,Y17H2400215,1080,30,0,21.1,1,Casey (C),Monday,Vehicle Driver,Work Related,1900-00-01 18:00:00
Y17H2400219P01T05,Y17H2400219P01,Y17H2400219,1065,20,0,12.97,1,Knox (C),Friday,Vehicle Driver,Social,1900-00-01 17:45:00
Y17H2400219P01T06,Y17H2400219P01,Y17H2400219,1140,20,0,12.82,1,Monash (C),Friday,Vehicle Driver,Social,1900-00-01 19:00:00
Y17H2400219P02T03,Y17H2400219P02,Y17H2400219,1065,20,0,12.97,1,Knox (C),Friday,Vehicle Passenger,Social,1900-00-01 17:45:00
Y17H2400219P02T04,Y17H2400219P02,Y17H2400219,1140,20,0,12.82,1,Monash (C),Friday,Vehicle Passenger,Social,1900-00-01 19:00:00
Y17H2400224P01T03,Y17H2400224P01,Y17H2400224,525,45,0,7.98,1,Knox (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 08:45:00
Y17H2400224P01T04,Y17H2400224P01,Y17H2400224,630,15,0,3.97,1,Knox (C),Wednesday,Vehicle Driver,Buy Something,1900-00-01 10:30:00
Y17H2400224P02T01,Y17H2400224P02,Y17H2400224,465,25,0,12.84,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 07:45:00
Y17H2400224P02T02,Y17H2400224P02,Y17H2400224,1110,15,0,10.11,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 18:30:00
Y17H2400224P03T01,Y17H2400224P03,Y17H2400224,630,10,0,11.72,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 10:30:00
Y17H2400224P03T02,Y17H2400224P03,Y17H2400224,930,15,0,14.53,1,Knox (C),Wednesday,Vehicle Driver,Work Related,1900-00-01 15:30:00
Y17H2400224P04T01,Y17H2400224P04,Y17H2400224,465,45,0,14.29,1,Knox (C),Wednesday,Vehicle Passenger,Education,1900-00-01 07:45:00
Y17H2400224P05T01,Y17H2400224P05,Y17H2400224,465,45,0,14.29,1,Knox (C),Wednesday,Vehicle Passenger,Education,1900-00-01 07:45:00
Y17H2400224P06T01,Y17H2400224P06,Y17H2400224,465,45,0,14.29,1,Knox (C),Wednesday,Vehicle Passenger,Education,1900-00-01 07:45:00
Y17H2400224P07T02,Y17H2400224P07,Y17H2400224,511,14,0,7.15,1,Monash (C),Wednesday,Vehicle Passenger,Education,1900-00-01 08:31:00
Y17H2400224P07T03,Y17H2400224P07,Y17H2400224,935,25,0,10.5,1,Knox (C),Wednesday,Vehicle Passenger,Education,1900-00-01 15:35:00
Y17H2400229P02T01,Y17H2400229P02,Y17H2400229,465,35,0,10.51,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:45:00
Y17H2400229P02T02,Y17H2400229P02,Y17H2400229,960,30,0,10.28,1,Monash (C),Monday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2400230P01T01,Y17H2400230P01,Y17H2400230,330,35,0,19.54,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 05:30:00
Y17H2400230P01T02,Y17H2400230P01,Y17H2400230,690,20,0,8.35,1,Kingston (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 11:30:00
Y17H2400230P01T03,Y17H2400230P01,Y17H2400230,1065,30,0,19.51,1,Kingston (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:45:00
Y17H2400236P01T01,Y17H2400236P01,Y17H2400236,330,15,0,16.25,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 05:30:00
Y17H2400236P01T02,Y17H2400236P01,Y17H2400236,870,30,0,16.5,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 14:30:00
Y17H2400236P02T03,Y17H2400236P02,Y17H2400236,600,30,0,18.81,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 10:00:00
Y17H2400236P02T04,Y17H2400236P02,Y17H2400236,1200,20,0,19.7,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 20:00:00
Y17H2400236P03T01,Y17H2400236P03,Y17H2400236,420,40,0,18.96,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2400236P03T02,Y17H2400236P03,Y17H2400236,1020,50,0,18.98,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2400236P04T01,Y17H2400236P04,Y17H2400236,420,30,0,14.05,1,Knox (C),Monday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2400236P04T02,Y17H2400236P04,Y17H2400236,936,24,0,14.1,1,Greater Dandenong (C),Monday,Vehicle Driver,Work Related,1900-00-01 15:36:00
Y17H2400236P05T01,Y17H2400236P05,Y17H2400236,410,5,0,2.85,1,Knox (C),Monday,Vehicle Passenger,Work Related,1900-00-01 06:50:00
Y17H2400236P05T02,Y17H2400236P05,Y17H2400236,930,10,0,2.83,1,Knox (C),Monday,Vehicle Passenger,Work Related,1900-00-01 15:30:00
Y17H2400237P01T02,Y17H2400237P01,Y17H2400237,1045,85,0,50.18,1,Wyndham (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 17:25:00
Y17H2400237P02T01,Y17H2400237P02,Y17H2400237,495,39,0,10.44,1,Knox (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 08:15:00
Y17H2400237P02T02,Y17H2400237P02,Y17H2400237,900,34,0,10.17,1,Monash (C),Tuesday,Vehicle Driver,Work Related,1900-00-01 15:00:00
Y17H2400239P01T01,Y17H2400239P01,Y17H2400239,660,15,0,3.11,1,Knox (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 11:00:00
Y17H2400239P01T02,Y17H2400239P01,Y17H2400239,705,15,0,3.86,1,Knox (C),Thursday,Vehicle Driver,Buy Something,1900-00-01 11:45:00
Y17H2400239P02T01,Y17H2400239P02,Y17H2400239,660,15,0,3.11,1,Knox (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 11:00:00
Y17H2400239P02T02,Y17H2400239P02,Y17H2400239,705,15,0,3.86,1,Knox (C),Thursday,Vehicle Passenger,Buy Something,1900-00-01 11:45:00
Y17H2400239P03T01,Y17H2400239P03,Y17H2400239,420,40,0,38.76,1,Knox (C),Thursday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2400239P03T02,Y17H2400239P03,Y17H2400239,990,30,0,39.72,1,Cardinia (S),Thursday,Vehicle Driver,Work Related,1900-00-01 16:30:00
Y17H2400240P02T01,Y17H2400240P02,Y17H2400240,450,20,0,17.73,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 07:30:00
Y17H2400240P02T02,Y17H2400240P02,Y17H2400240,960,20,0,18.43,1,Greater Dandenong (C),Friday,Vehicle Driver,Work Related,1900-00-01 16:00:00
Y17H2400240P03T01,Y17H2400240P03,Y17H2400240,390,50,0,29.91,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 06:30:00
Y17H2400240P03T02,Y17H2400240P03,Y17H2400240,1020,60,0,29.72,1,Stonnington (C),Friday,Vehicle Driver,Work Related,1900-00-01 17:00:00
Y17H2400240P04T01,Y17H2400240P04,Y17H2400240,420,20,0,8.27,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 07:00:00
Y17H2400240P04T02,Y17H2400240P04,Y17H2400240,660,30,0,8.39,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 11:00:00
Y17H2400240P05T01,Y17H2400240P05,Y17H2400240,480,10,0,2.69,1,Knox (C),Friday,Vehicle Driver,Work Related,1900-00-01 08:00:00
